Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age
17144,15-12-2021 11:00,12-15-2021 07:00,15-12-2021 18:26,Pune,519,VEHICLE - STOLEN,29
17145,18-12-2021 06:00,12-15-2021 08:00,16-12-2021 07:55,Delhi,407,PUBLIC INTOXICATION,12
17146,17-12-2021 18:00,12-15-2021 09:00,15-12-2021 23:26,Mumbai,286,FRAUD,51
17147,16-12-2021 01:00,12-15-2021 10:00,15-12-2021 13:51,Delhi,351,KIDNAPPING,38
17148,17-12-2021 18:00,12-15-2021 11:00,15-12-2021 11:04,Jaipur,292,TRAFFIC VIOLATION,61
17149,15-12-2021 13:00,12-15-2021 12:00,16-12-2021 08:47,Thane,443,FRAUD,27
17150,15-12-2021 16:00,12-15-2021 13:00,16-12-2021 05:38,Mumbai,256,ARSON,74
17151,15-12-2021 22:00,12-15-2021 14:00,16-12-2021 02:58,Ahmedabad,341,CYBERCRIME,17
17152,18-12-2021 12:00,12-15-2021 15:00,16-12-2021 09:35,Patna,268,DRUG OFFENSE,66
17153,18-12-2021 04:00,12-15-2021 16:00,15-12-2021 18:10,Indore,134,ROBBERY,28
17154,17-12-2021 08:00,12-15-2021 17:00,16-12-2021 10:33,Mumbai,289,ARSON,55
17155,18-12-2021 17:00,12-15-2021 18:00,16-12-2021 03:16,Mumbai,585,VANDALISM,50
17156,16-12-2021 07:00,12-15-2021 19:00,16-12-2021 15:37,Bangalore,255,VANDALISM,11
17157,18-12-2021 08:00,12-15-2021 20:00,16-12-2021 11:53,Bangalore,187,ROBBERY,25
17158,17-12-2021 16:00,12-15-2021 21:00,16-12-2021 06:34,Kolkata,395,DRUG OFFENSE,77
17159,16-12-2021 13:00,12-15-2021 22:00,16-12-2021 09:59,Srinagar,480,HOMICIDE,24
17160,17-12-2021 06:00,12-15-2021 23:00,16-12-2021 11:44,Thane,481,VANDALISM,29
17161,17-12-2021 17:00,12-16-2021 00:00,16-12-2021 14:37,Bangalore,449,PUBLIC INTOXICATION,44
17162,17-12-2021 13:00,12-16-2021 01:00,16-12-2021 22:25,Bhopal,252,IDENTITY THEFT,45
17163,17-12-2021 08:00,12-16-2021 02:00,16-12-2021 12:29,Delhi,179,SEXUAL ASSAULT,64
17164,17-12-2021 08:00,12-16-2021 03:00,16-12-2021 03:01,Bangalore,439,BURGLARY,53
17165,16-12-2021 09:00,12-16-2021 04:00,16-12-2021 05:36,Mumbai,153,ARSON,44
17166,16-12-2021 18:00,12-16-2021 05:00,17-12-2021 04:22,Lucknow,366,HOMICIDE,38
17167,17-12-2021 07:00,12-16-2021 06:00,16-12-2021 23:52,Delhi,227,KIDNAPPING,59
17168,17-12-2021 09:00,12-16-2021 07:00,17-12-2021 06:11,Delhi,551,BURGLARY,63
17169,16-12-2021 19:00,12-16-2021 08:00,16-12-2021 22:59,Pune,540,VANDALISM,18
17170,17-12-2021 22:00,12-16-2021 09:00,16-12-2021 21:37,Ahmedabad,370,ARSON,12
17171,16-12-2021 12:00,12-16-2021 10:00,16-12-2021 12:05,Pune,287,TRAFFIC VIOLATION,15
17172,17-12-2021 02:00,12-16-2021 11:00,17-12-2021 09:07,Mumbai,525,KIDNAPPING,69
17173,19-12-2021 11:00,12-16-2021 12:00,16-12-2021 20:28,Jaipur,317,DOMESTIC VIOLENCE,43
17174,17-12-2021 13:00,12-16-2021 13:00,16-12-2021 22:01,Jaipur,440,DRUG OFFENSE,17
17175,16-12-2021 19:00,12-16-2021 14:00,17-12-2021 01:29,Pune,103,VEHICLE - STOLEN,54
17176,18-12-2021 19:00,12-16-2021 15:00,17-12-2021 06:08,Mumbai,484,COUNTERFEITING,51
17177,18-12-2021 04:00,12-16-2021 16:00,17-12-2021 06:21,Delhi,510,FRAUD,46
17178,17-12-2021 04:00,12-16-2021 17:00,17-12-2021 16:29,Mumbai,361,ARSON,50
17179,18-12-2021 21:00,12-16-2021 18:00,17-12-2021 00:58,Nagpur,427,PUBLIC INTOXICATION,18
17180,19-12-2021 17:00,12-16-2021 19:00,17-12-2021 08:55,Delhi,290,TRAFFIC VIOLATION,26
17181,17-12-2021 16:00,12-16-2021 20:00,17-12-2021 04:29,Mumbai,247,ASSAULT,69
17182,19-12-2021 16:00,12-16-2021 21:00,17-12-2021 11:36,Mumbai,582,EXTORTION,34
17183,19-12-2021 02:00,12-16-2021 22:00,17-12-2021 15:46,Chennai,459,ASSAULT,34
17184,19-12-2021 18:00,12-16-2021 23:00,17-12-2021 00:43,Hyderabad,537,SEXUAL ASSAULT,35
17185,18-12-2021 02:00,12-17-2021 00:00,17-12-2021 09:34,Pune,249,VEHICLE - STOLEN,35
17186,18-12-2021 01:00,12-17-2021 01:00,17-12-2021 11:22,Mumbai,157,ILLEGAL POSSESSION,30
17187,17-12-2021 05:00,12-17-2021 02:00,17-12-2021 15:05,Bhopal,418,FIREARM OFFENSE,21
17188,18-12-2021 06:00,12-17-2021 03:00,17-12-2021 09:18,Bangalore,136,FRAUD,61
17189,18-12-2021 09:00,12-17-2021 04:00,17-12-2021 08:38,Pune,253,ROBBERY,42
17190,19-12-2021 18:00,12-17-2021 05:00,17-12-2021 08:49,Bhopal,448,ASSAULT,79
17191,19-12-2021 00:00,12-17-2021 06:00,17-12-2021 23:17,Ahmedabad,117,TRAFFIC VIOLATION,65
17192,17-12-2021 17:00,12-17-2021 07:00,17-12-2021 09:08,Lucknow,536,TRAFFIC VIOLATION,12
17193,18-12-2021 15:00,12-17-2021 08:00,18-12-2021 04:21,Kanpur,453,ARSON,10
17194,20-12-2021 06:00,12-17-2021 09:00,17-12-2021 12:12,Bangalore,237,VANDALISM,73
17195,19-12-2021 16:00,12-17-2021 10:00,17-12-2021 22:59,Lucknow,462,ARSON,57
17196,19-12-2021 18:00,12-17-2021 11:00,17-12-2021 19:42,Nagpur,195,FIREARM OFFENSE,68
17197,18-12-2021 13:00,12-17-2021 12:00,17-12-2021 13:06,Chennai,358,IDENTITY THEFT,70
17198,18-12-2021 11:00,12-17-2021 13:00,17-12-2021 22:56,Hyderabad,106,COUNTERFEITING,75
17199,18-12-2021 18:00,12-17-2021 14:00,18-12-2021 12:34,Kolkata,199,ASSAULT,49
17200,20-12-2021 01:00,12-17-2021 15:00,18-12-2021 11:44,Delhi,329,BURGLARY,53
17201,20-12-2021 08:00,12-17-2021 16:00,18-12-2021 05:48,Pune,232,VANDALISM,69
17202,19-12-2021 17:00,12-17-2021 17:00,17-12-2021 23:27,Kanpur,243,ASSAULT,47
17203,18-12-2021 06:00,12-17-2021 18:00,18-12-2021 08:51,Kolkata,458,VEHICLE - STOLEN,39
17204,19-12-2021 06:00,12-17-2021 19:00,17-12-2021 20:45,Surat,161,ASSAULT,34
17205,20-12-2021 05:00,12-17-2021 20:00,18-12-2021 07:47,Delhi,311,CYBERCRIME,22
17206,18-12-2021 04:00,12-17-2021 21:00,18-12-2021 09:51,Patna,201,VANDALISM,17
17207,18-12-2021 04:00,12-17-2021 22:00,18-12-2021 09:52,Kalyan,353,VANDALISM,76
17208,19-12-2021 18:00,12-17-2021 23:00,18-12-2021 08:18,Ahmedabad,396,ASSAULT,41
17209,18-12-2021 14:00,12-18-2021 00:00,18-12-2021 00:13,Lucknow,239,COUNTERFEITING,43
17210,18-12-2021 11:00,12-18-2021 01:00,18-12-2021 12:18,Delhi,382,CYBERCRIME,21
17211,20-12-2021 03:00,12-18-2021 02:00,18-12-2021 13:13,Patna,134,ASSAULT,26
17212,19-12-2021 05:00,12-18-2021 03:00,18-12-2021 10:43,Delhi,228,ASSAULT,27
17213,19-12-2021 13:00,12-18-2021 04:00,18-12-2021 14:17,Delhi,466,ASSAULT,16
17214,19-12-2021 06:00,12-18-2021 05:00,18-12-2021 08:07,Ahmedabad,236,BURGLARY,59
17215,18-12-2021 09:00,12-18-2021 06:00,18-12-2021 14:13,Jaipur,582,EXTORTION,24
17216,19-12-2021 22:00,12-18-2021 07:00,18-12-2021 16:11,Bangalore,498,SHOPLIFTING,71
17217,19-12-2021 06:00,12-18-2021 08:00,19-12-2021 03:05,Pune,115,IDENTITY THEFT,25
17218,18-12-2021 17:00,12-18-2021 09:00,19-12-2021 00:22,Delhi,128,IDENTITY THEFT,73
17219,21-12-2021 09:00,12-18-2021 10:00,19-12-2021 01:17,Bhopal,270,DRUG OFFENSE,26
17220,19-12-2021 00:00,12-18-2021 11:00,19-12-2021 00:15,Delhi,565,SEXUAL ASSAULT,33
17221,19-12-2021 03:00,12-18-2021 12:00,19-12-2021 04:02,Hyderabad,428,ARSON,62
17222,18-12-2021 22:00,12-18-2021 13:00,19-12-2021 10:01,Bangalore,390,FRAUD,31
17223,18-12-2021 16:00,12-18-2021 14:00,18-12-2021 19:50,Ludhiana,303,KIDNAPPING,54
17224,18-12-2021 22:00,12-18-2021 15:00,19-12-2021 02:43,Bangalore,458,ILLEGAL POSSESSION,15
17225,19-12-2021 05:00,12-18-2021 16:00,18-12-2021 18:47,Ahmedabad,593,SHOPLIFTING,37
17226,18-12-2021 19:00,12-18-2021 17:00,19-12-2021 12:26,Pune,539,EXTORTION,39
17227,21-12-2021 10:00,12-18-2021 18:00,19-12-2021 03:32,Visakhapatnam,479,ILLEGAL POSSESSION,25
17228,19-12-2021 20:00,12-18-2021 19:00,19-12-2021 10:14,Delhi,255,HOMICIDE,38
17229,19-12-2021 21:00,12-18-2021 20:00,18-12-2021 23:07,Pune,554,SHOPLIFTING,76
17230,20-12-2021 10:00,12-18-2021 21:00,19-12-2021 03:20,Pune,530,DRUG OFFENSE,25
17231,21-12-2021 02:00,12-18-2021 22:00,19-12-2021 17:37,Delhi,333,ILLEGAL POSSESSION,38
17232,19-12-2021 06:00,12-18-2021 23:00,19-12-2021 00:14,Agra,547,FIREARM OFFENSE,42
17233,20-12-2021 01:00,12-19-2021 00:00,19-12-2021 16:36,Pune,377,TRAFFIC VIOLATION,42
17234,19-12-2021 18:00,12-19-2021 01:00,19-12-2021 15:01,Delhi,323,KIDNAPPING,54
17235,20-12-2021 11:00,12-19-2021 02:00,19-12-2021 19:10,Delhi,347,VEHICLE - STOLEN,51
17236,21-12-2021 02:00,12-19-2021 03:00,20-12-2021 02:02,Kolkata,487,PUBLIC INTOXICATION,23
17237,19-12-2021 17:00,12-19-2021 04:00,19-12-2021 23:50,Srinagar,591,DRUG OFFENSE,13
17238,21-12-2021 00:00,12-19-2021 05:00,19-12-2021 18:38,Jaipur,239,SEXUAL ASSAULT,79
17239,20-12-2021 02:00,12-19-2021 06:00,19-12-2021 11:25,Bangalore,384,CYBERCRIME,77
17240,21-12-2021 09:00,12-19-2021 07:00,20-12-2021 05:23,Jaipur,242,CYBERCRIME,72
17241,22-12-2021 00:00,12-19-2021 08:00,19-12-2021 11:47,Lucknow,227,IDENTITY THEFT,16
17242,20-12-2021 01:00,12-19-2021 09:00,19-12-2021 23:50,Hyderabad,189,EXTORTION,40
17243,20-12-2021 14:00,12-19-2021 10:00,20-12-2021 01:50,Surat,246,HOMICIDE,62
17244,20-12-2021 06:00,12-19-2021 11:00,20-12-2021 06:32,Mumbai,581,BURGLARY,39
17245,21-12-2021 03:00,12-19-2021 12:00,20-12-2021 09:39,Jaipur,289,COUNTERFEITING,30
17246,22-12-2021 05:00,12-19-2021 13:00,19-12-2021 16:27,Thane,269,COUNTERFEITING,37
17247,21-12-2021 01:00,12-19-2021 14:00,20-12-2021 13:01,Nagpur,137,IDENTITY THEFT,46
17248,20-12-2021 07:00,12-19-2021 15:00,20-12-2021 11:05,Kanpur,219,ASSAULT,71
17249,21-12-2021 13:00,12-19-2021 16:00,20-12-2021 06:43,Ahmedabad,176,HOMICIDE,74
17250,21-12-2021 16:00,12-19-2021 17:00,19-12-2021 20:29,Lucknow,186,IDENTITY THEFT,25
17251,20-12-2021 17:00,12-19-2021 18:00,20-12-2021 08:52,Ludhiana,471,SHOPLIFTING,55
17252,20-12-2021 16:00,12-19-2021 19:00,20-12-2021 12:50,Pune,392,ILLEGAL POSSESSION,21
17253,20-12-2021 12:00,12-19-2021 20:00,20-12-2021 09:20,Hyderabad,278,HOMICIDE,59
17254,20-12-2021 06:00,12-19-2021 21:00,20-12-2021 03:32,Ahmedabad,281,SEXUAL ASSAULT,29
17255,21-12-2021 18:00,12-19-2021 22:00,20-12-2021 11:12,Chennai,267,KIDNAPPING,46
17256,22-12-2021 22:00,12-19-2021 23:00,20-12-2021 16:41,Vasai,450,IDENTITY THEFT,77
17257,22-12-2021 19:00,12-20-2021 00:00,20-12-2021 09:25,Chennai,282,IDENTITY THEFT,69
17258,22-12-2021 19:00,12-20-2021 01:00,20-12-2021 03:05,Ahmedabad,430,KIDNAPPING,23
17259,20-12-2021 06:00,12-20-2021 02:00,20-12-2021 14:54,Pune,327,DRUG OFFENSE,44
17260,22-12-2021 22:00,12-20-2021 03:00,21-12-2021 00:17,Hyderabad,323,FRAUD,79
17261,21-12-2021 16:00,12-20-2021 04:00,20-12-2021 21:54,Mumbai,177,ARSON,76
17262,22-12-2021 13:00,12-20-2021 05:00,20-12-2021 21:36,Kolkata,354,SHOPLIFTING,36
17263,21-12-2021 15:00,12-20-2021 06:00,21-12-2021 04:49,Kolkata,160,TRAFFIC VIOLATION,77
17264,20-12-2021 11:00,12-20-2021 07:00,20-12-2021 17:35,Hyderabad,516,TRAFFIC VIOLATION,17
17265,20-12-2021 23:00,12-20-2021 08:00,21-12-2021 07:23,Kolkata,298,ROBBERY,68
17266,21-12-2021 01:00,12-20-2021 09:00,21-12-2021 07:08,Mumbai,413,FRAUD,46
17267,21-12-2021 10:00,12-20-2021 10:00,20-12-2021 12:37,Bangalore,588,CYBERCRIME,71
17268,21-12-2021 13:00,12-20-2021 11:00,21-12-2021 07:48,Kolkata,352,VEHICLE - STOLEN,48
17269,21-12-2021 17:00,12-20-2021 12:00,21-12-2021 04:18,Patna,140,FRAUD,29
17270,22-12-2021 06:00,12-20-2021 13:00,20-12-2021 18:09,Ludhiana,238,SHOPLIFTING,63
17271,22-12-2021 05:00,12-20-2021 14:00,21-12-2021 07:09,Bangalore,272,VANDALISM,56
17272,22-12-2021 20:00,12-20-2021 15:00,21-12-2021 06:10,Delhi,451,SHOPLIFTING,11
17273,21-12-2021 16:00,12-20-2021 16:00,20-12-2021 20:22,Kolkata,379,EXTORTION,71
17274,21-12-2021 21:00,12-20-2021 17:00,21-12-2021 08:48,Vasai,148,TRAFFIC VIOLATION,64
17275,22-12-2021 03:00,12-20-2021 18:00,21-12-2021 12:04,Pune,582,FIREARM OFFENSE,31
17276,21-12-2021 08:00,12-20-2021 19:00,21-12-2021 01:24,Hyderabad,105,DOMESTIC VIOLENCE,13
17277,21-12-2021 00:00,12-20-2021 20:00,21-12-2021 16:05,Mumbai,259,DRUG OFFENSE,24
17278,23-12-2021 13:00,12-20-2021 21:00,21-12-2021 02:46,Delhi,200,ARSON,13
17279,23-12-2021 00:00,12-20-2021 22:00,21-12-2021 07:32,Visakhapatnam,372,VEHICLE - STOLEN,58
17280,22-12-2021 09:00,12-20-2021 23:00,21-12-2021 15:13,Ahmedabad,287,HOMICIDE,13
17281,22-12-2021 09:00,12-21-2021 00:00,21-12-2021 11:19,Lucknow,280,EXTORTION,38
17282,21-12-2021 08:00,12-21-2021 01:00,21-12-2021 05:43,Bangalore,329,COUNTERFEITING,74
17283,23-12-2021 06:00,12-21-2021 02:00,21-12-2021 08:27,Mumbai,125,IDENTITY THEFT,18
17284,22-12-2021 19:00,12-21-2021 03:00,21-12-2021 23:25,Hyderabad,114,IDENTITY THEFT,37
17285,23-12-2021 01:00,12-21-2021 04:00,22-12-2021 00:30,Mumbai,544,IDENTITY THEFT,33
17286,21-12-2021 23:00,12-21-2021 05:00,21-12-2021 08:56,Delhi,551,HOMICIDE,22
17287,22-12-2021 00:00,12-21-2021 06:00,22-12-2021 03:22,Delhi,553,SEXUAL ASSAULT,28
17288,23-12-2021 20:00,12-21-2021 07:00,21-12-2021 09:16,Kolkata,465,ILLEGAL POSSESSION,42
17289,23-12-2021 06:00,12-21-2021 08:00,21-12-2021 09:26,Kolkata,384,ROBBERY,24
17290,24-12-2021 07:00,12-21-2021 09:00,22-12-2021 01:24,Ahmedabad,299,COUNTERFEITING,50
17291,23-12-2021 02:00,12-21-2021 10:00,22-12-2021 03:10,Thane,271,KIDNAPPING,41
17292,24-12-2021 04:00,12-21-2021 11:00,22-12-2021 00:32,Surat,587,VEHICLE - STOLEN,54
17293,22-12-2021 06:00,12-21-2021 12:00,21-12-2021 19:36,Delhi,145,VANDALISM,32
17294,22-12-2021 21:00,12-21-2021 13:00,22-12-2021 09:17,Nagpur,409,SHOPLIFTING,79
17295,23-12-2021 02:00,12-21-2021 14:00,21-12-2021 21:08,Ghaziabad,464,ROBBERY,51
17296,24-12-2021 02:00,12-21-2021 15:00,22-12-2021 09:38,Chennai,322,IDENTITY THEFT,69
17297,22-12-2021 05:00,12-21-2021 16:00,21-12-2021 20:34,Kolkata,250,FIREARM OFFENSE,18
17298,22-12-2021 05:00,12-21-2021 17:00,22-12-2021 15:49,Bhopal,110,VEHICLE - STOLEN,62
17299,22-12-2021 17:00,12-21-2021 18:00,21-12-2021 19:30,Delhi,366,EXTORTION,51
17300,23-12-2021 01:00,12-21-2021 19:00,22-12-2021 00:11,Ludhiana,231,BURGLARY,16
17301,21-12-2021 21:00,12-21-2021 20:00,22-12-2021 10:00,Bangalore,404,FRAUD,44
17302,21-12-2021 23:00,12-21-2021 21:00,22-12-2021 02:15,Jaipur,563,ASSAULT,65
17303,24-12-2021 05:00,12-21-2021 22:00,22-12-2021 08:23,Delhi,241,HOMICIDE,19
17304,22-12-2021 10:00,12-21-2021 23:00,22-12-2021 17:40,Jaipur,386,DOMESTIC VIOLENCE,72
17305,24-12-2021 16:00,12-22-2021 00:00,22-12-2021 04:44,Mumbai,381,ASSAULT,47
17306,24-12-2021 19:00,12-22-2021 01:00,22-12-2021 17:19,Ludhiana,320,IDENTITY THEFT,37
17307,23-12-2021 07:00,12-22-2021 02:00,23-12-2021 00:09,Kolkata,577,SHOPLIFTING,10
17308,23-12-2021 22:00,12-22-2021 03:00,23-12-2021 00:21,Rajkot,331,ROBBERY,78
17309,24-12-2021 23:00,12-22-2021 04:00,22-12-2021 10:25,Surat,222,ROBBERY,27
17310,23-12-2021 12:00,12-22-2021 05:00,23-12-2021 04:54,Hyderabad,223,DOMESTIC VIOLENCE,45
17311,23-12-2021 14:00,12-22-2021 06:00,22-12-2021 08:45,Pune,553,PUBLIC INTOXICATION,67
17312,22-12-2021 14:00,12-22-2021 07:00,22-12-2021 19:01,Jaipur,494,TRAFFIC VIOLATION,11
17313,22-12-2021 21:00,12-22-2021 08:00,22-12-2021 21:32,Visakhapatnam,390,COUNTERFEITING,43
17314,22-12-2021 12:00,12-22-2021 09:00,23-12-2021 01:22,Bangalore,207,BURGLARY,21
17315,22-12-2021 16:00,12-22-2021 10:00,22-12-2021 22:52,Delhi,539,EXTORTION,75
17316,24-12-2021 18:00,12-22-2021 11:00,22-12-2021 16:39,Mumbai,311,CYBERCRIME,24
17317,24-12-2021 18:00,12-22-2021 12:00,22-12-2021 23:56,Delhi,268,ARSON,38
17318,25-12-2021 00:00,12-22-2021 13:00,23-12-2021 05:15,Jaipur,414,CYBERCRIME,73
17319,23-12-2021 07:00,12-22-2021 14:00,22-12-2021 16:00,Bangalore,402,ARSON,79
17320,24-12-2021 02:00,12-22-2021 15:00,23-12-2021 07:19,Hyderabad,515,COUNTERFEITING,73
17321,23-12-2021 14:00,12-22-2021 16:00,23-12-2021 00:17,Delhi,162,DRUG OFFENSE,27
17322,23-12-2021 09:00,12-22-2021 17:00,23-12-2021 12:29,Mumbai,583,SHOPLIFTING,26
17323,23-12-2021 09:00,12-22-2021 18:00,23-12-2021 16:46,Chennai,468,FIREARM OFFENSE,59
17324,24-12-2021 17:00,12-22-2021 19:00,23-12-2021 10:26,Delhi,447,CYBERCRIME,65
17325,25-12-2021 19:00,12-22-2021 20:00,23-12-2021 03:09,Thane,544,ASSAULT,26
17326,25-12-2021 16:00,12-22-2021 21:00,23-12-2021 07:23,Ahmedabad,269,ARSON,24
17327,23-12-2021 18:00,12-22-2021 22:00,23-12-2021 05:25,Patna,327,FIREARM OFFENSE,73
17328,23-12-2021 04:00,12-22-2021 23:00,23-12-2021 19:20,Surat,452,IDENTITY THEFT,64
17329,23-12-2021 05:00,12-23-2021 00:00,23-12-2021 06:43,Surat,162,PUBLIC INTOXICATION,47
17330,25-12-2021 07:00,12-23-2021 01:00,23-12-2021 03:16,Ludhiana,525,FIREARM OFFENSE,74
17331,25-12-2021 21:00,12-23-2021 02:00,23-12-2021 04:19,Kolkata,316,ILLEGAL POSSESSION,62
17332,25-12-2021 15:00,12-23-2021 03:00,24-12-2021 00:28,Pune,126,FIREARM OFFENSE,27
17333,24-12-2021 16:00,12-23-2021 04:00,23-12-2021 09:49,Ludhiana,261,FRAUD,56
17334,24-12-2021 20:00,12-23-2021 05:00,24-12-2021 03:47,Bangalore,444,CYBERCRIME,23
17335,26-12-2021 01:00,12-23-2021 06:00,23-12-2021 13:44,Chennai,124,DOMESTIC VIOLENCE,33
17336,23-12-2021 10:00,12-23-2021 07:00,24-12-2021 01:39,Ludhiana,155,IDENTITY THEFT,77
17337,26-12-2021 03:00,12-23-2021 08:00,23-12-2021 16:31,Bangalore,330,FIREARM OFFENSE,60
17338,26-12-2021 00:00,12-23-2021 09:00,24-12-2021 06:23,Kalyan,412,HOMICIDE,69
17339,23-12-2021 15:00,12-23-2021 10:00,24-12-2021 07:27,Delhi,353,IDENTITY THEFT,32
17340,26-12-2021 08:00,12-23-2021 11:00,23-12-2021 17:15,Jaipur,309,ROBBERY,50
17341,24-12-2021 20:00,12-23-2021 12:00,24-12-2021 10:56,Pune,141,TRAFFIC VIOLATION,60
17342,24-12-2021 13:00,12-23-2021 13:00,23-12-2021 18:51,Lucknow,461,ASSAULT,78
17343,24-12-2021 18:00,12-23-2021 14:00,23-12-2021 18:46,Jaipur,157,ROBBERY,77
17344,23-12-2021 17:00,12-23-2021 15:00,24-12-2021 01:47,Mumbai,554,ARSON,16
17345,23-12-2021 19:00,12-23-2021 16:00,24-12-2021 13:10,Jaipur,363,VANDALISM,16
17346,25-12-2021 08:00,12-23-2021 17:00,24-12-2021 02:54,Kolkata,421,FRAUD,28
17347,24-12-2021 03:00,12-23-2021 18:00,24-12-2021 02:53,Kolkata,418,HOMICIDE,19
17348,25-12-2021 10:00,12-23-2021 19:00,24-12-2021 04:57,Mumbai,526,BURGLARY,17
17349,24-12-2021 18:00,12-23-2021 20:00,23-12-2021 22:50,Hyderabad,488,VANDALISM,49
17350,25-12-2021 11:00,12-23-2021 21:00,24-12-2021 08:42,Chennai,592,IDENTITY THEFT,57
17351,25-12-2021 12:00,12-23-2021 22:00,23-12-2021 22:05,Chennai,593,FIREARM OFFENSE,53
17352,24-12-2021 01:00,12-23-2021 23:00,24-12-2021 20:26,Delhi,157,COUNTERFEITING,75
17353,26-12-2021 05:00,12-24-2021 00:00,24-12-2021 15:48,Delhi,541,FRAUD,58
17354,25-12-2021 01:00,12-24-2021 01:00,24-12-2021 23:01,Jaipur,147,DRUG OFFENSE,31
17355,24-12-2021 20:00,12-24-2021 02:00,25-12-2021 00:38,Mumbai,406,BURGLARY,52
17356,25-12-2021 06:00,12-24-2021 03:00,24-12-2021 23:29,Indore,141,CYBERCRIME,31
17357,24-12-2021 18:00,12-24-2021 04:00,24-12-2021 04:29,Mumbai,117,EXTORTION,18
17358,24-12-2021 17:00,12-24-2021 05:00,24-12-2021 19:21,Delhi,212,DRUG OFFENSE,59
17359,25-12-2021 12:00,12-24-2021 06:00,24-12-2021 18:58,Mumbai,434,IDENTITY THEFT,12
17360,26-12-2021 19:00,12-24-2021 07:00,24-12-2021 18:04,Jaipur,348,CYBERCRIME,17
17361,27-12-2021 01:00,12-24-2021 08:00,24-12-2021 15:41,Delhi,337,DOMESTIC VIOLENCE,65
17362,26-12-2021 13:00,12-24-2021 09:00,24-12-2021 13:47,Delhi,240,FRAUD,72
17363,24-12-2021 13:00,12-24-2021 10:00,25-12-2021 08:59,Ludhiana,127,CYBERCRIME,58
17364,24-12-2021 18:00,12-24-2021 11:00,24-12-2021 21:48,Bhopal,393,ASSAULT,67
17365,25-12-2021 02:00,12-24-2021 12:00,24-12-2021 13:15,Bangalore,166,KIDNAPPING,40
17366,24-12-2021 20:00,12-24-2021 13:00,25-12-2021 07:00,Ghaziabad,211,SEXUAL ASSAULT,49
17367,25-12-2021 14:00,12-24-2021 14:00,25-12-2021 05:44,Hyderabad,531,VEHICLE - STOLEN,56
17368,25-12-2021 22:00,12-24-2021 15:00,25-12-2021 11:31,Thane,488,ILLEGAL POSSESSION,59
17369,24-12-2021 22:00,12-24-2021 16:00,25-12-2021 01:09,Bhopal,372,IDENTITY THEFT,57
17370,26-12-2021 20:00,12-24-2021 17:00,24-12-2021 22:46,Bangalore,459,COUNTERFEITING,67
17371,25-12-2021 19:00,12-24-2021 18:00,24-12-2021 19:26,Visakhapatnam,356,TRAFFIC VIOLATION,44
17372,26-12-2021 06:00,12-24-2021 19:00,24-12-2021 22:07,Ahmedabad,118,KIDNAPPING,34
17373,26-12-2021 17:00,12-24-2021 20:00,25-12-2021 16:44,Visakhapatnam,585,ILLEGAL POSSESSION,33
17374,25-12-2021 14:00,12-24-2021 21:00,25-12-2021 13:20,Bangalore,139,CYBERCRIME,32
17375,27-12-2021 19:00,12-24-2021 22:00,25-12-2021 16:01,Lucknow,566,CYBERCRIME,13
17376,26-12-2021 20:00,12-24-2021 23:00,25-12-2021 10:09,Thane,445,SEXUAL ASSAULT,64
17377,27-12-2021 00:00,12-25-2021 00:00,25-12-2021 06:03,Hyderabad,360,FRAUD,36
17378,27-12-2021 22:00,12-25-2021 01:00,25-12-2021 18:11,Indore,340,ASSAULT,41
17379,26-12-2021 08:00,12-25-2021 02:00,26-12-2021 01:05,Jaipur,275,PUBLIC INTOXICATION,23
17380,25-12-2021 15:00,12-25-2021 03:00,25-12-2021 04:39,Ahmedabad,469,KIDNAPPING,52
17381,28-12-2021 03:00,12-25-2021 04:00,25-12-2021 20:35,Lucknow,296,BURGLARY,76
17382,28-12-2021 03:00,12-25-2021 05:00,25-12-2021 11:45,Delhi,353,ASSAULT,29
17383,26-12-2021 16:00,12-25-2021 06:00,25-12-2021 09:28,Jaipur,581,VANDALISM,46
17384,27-12-2021 20:00,12-25-2021 07:00,26-12-2021 06:07,Patna,322,DOMESTIC VIOLENCE,56
17385,28-12-2021 00:00,12-25-2021 08:00,26-12-2021 04:57,Mumbai,403,VEHICLE - STOLEN,20
17386,27-12-2021 08:00,12-25-2021 09:00,26-12-2021 00:10,Indore,234,FRAUD,21
17387,27-12-2021 19:00,12-25-2021 10:00,25-12-2021 18:18,Delhi,355,HOMICIDE,32
17388,26-12-2021 04:00,12-25-2021 11:00,26-12-2021 02:36,Jaipur,206,VANDALISM,60
17389,25-12-2021 16:00,12-25-2021 12:00,25-12-2021 14:27,Kanpur,358,DRUG OFFENSE,58
17390,26-12-2021 23:00,12-25-2021 13:00,26-12-2021 06:57,Kolkata,516,KIDNAPPING,26
17391,27-12-2021 21:00,12-25-2021 14:00,25-12-2021 21:56,Chennai,301,FRAUD,31
17392,26-12-2021 01:00,12-25-2021 15:00,25-12-2021 23:19,Chennai,256,SHOPLIFTING,28
17393,27-12-2021 00:00,12-25-2021 16:00,26-12-2021 04:03,Hyderabad,281,ILLEGAL POSSESSION,52
17394,28-12-2021 10:00,12-25-2021 17:00,26-12-2021 16:26,Kanpur,405,ROBBERY,64
17395,27-12-2021 03:00,12-25-2021 18:00,26-12-2021 05:34,Indore,598,BURGLARY,44
